City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,nantucket,41.2835,-70.0995,12.08,51,20,7.72,US,1681934212
285,ulaangom,49.9811,92.0667,-3.68,49,59,5.3,MN,1681934212
286,hadibu,12.65,54.0333,27.8,73,12,3.14,YE,1681933982
287,ciudad lazaro cardenas,17.9583,-102.2,28.94,58,39,5.45,MX,1681934136
288,tshikapa,-6.4167,20.8,24.75,80,100,1.37,CD,1681934213
289,lemvig,56.5486,8.3102,8.44,71,0,5.74,DK,1681934213
290,ha'il,27.5219,41.6907,23.01,53,0,3.09,SA,1681934196
291,ubinskoye,55.3068,79.6802,-2.79,63,98,3.49,RU,1681934214
292,bodo,67.28,14.405,7.19,90,75,8.75,NO,1681934214
293,kone,-21.0595,164.8658,21.95,89,2,0.26,NC,1681934214
294,springfield,37.2153,-93.2982,25.21,61,75,9.77,US,1681933976
295,enewetak,11.3474,162.3373,26.33,82,100,10.51,MH,1681934215
296,pangoa,-12.1167,-73.0,25.2,84,90,1.67,PE,1681934216
297,selfoss,63.9331,-20.9971,9.54,89,76,4.83,IS,1681934216
298,zhanjiang,21.2815,110.3427,25.03,94,13,3.14,CN,1681934217
299,luderitz,-26.6481,15.1594,14.71,91,100,4.23,NA,1681934217
300,brookings,44.3114,-96.7984,14.19,83,100,5.66,US,1681934024
301,rajapur,25.3833,81.15,32.15,18,58,3.17,IN,1681934218
302,sidney,-33.8679,151.2073,18.61,83,75,10.29,AU,1681934132
303,jha-jha,24.7667,86.3667,31.1,13,51,2.29,IN,1681934219
304,nieuw amsterdam,5.8833,-55.0833,30.01,74,40,4.12,SR,1681934219
305,itoman,26.1247,127.6694,24.01,98,100,7.2,JP,1681934219
306,kaduna,10.5222,7.4383,27.73,41,90,2.46,NG,1681934220
307,maumere,-8.6199,122.2111,24.52,83,14,3.58,ID,1681934220
308,vadso,70.0744,29.7487,5.49,75,75,8.23,NO,1681934221
309,sao felix do xingu,-6.6447,-51.995,26.62,93,100,0.8,BR,1681934222
310,la goulette,36.8181,10.305,18.0,72,40,4.63,TN,1681934223
311,cestos city,5.46,-9.5828,28.38,81,91,5.77,LR,1681934224
312,happy valley-goose bay,53.3168,-60.3315,7.17,65,75,5.14,CA,1681934225
313,thunder bay,48.4001,-89.3168,4.99,30,75,5.14,CA,1681934174
314,morant bay,17.8815,-76.4093,29.79,60,49,2.45,JM,1681934227
315,carnarvon,-24.8667,113.6333,23.75,51,96,6.27,AU,1681934227
316,samborondon,-1.95,-79.7333,30.96,80,100,1.15,EC,1681934228
317,brisas de zicatela,15.8369,-97.0419,34.47,45,100,4.73,MX,1681934228
318,fortuna,40.5982,-124.1573,13.29,59,12,2.24,US,1681934229
319,scottburgh,-30.2867,30.7532,19.63,56,0,3.07,ZA,1681934230
320,ghanzi,-21.5667,21.7833,20.31,28,0,3.91,BW,1681934231
321,deniliquin,-35.5333,144.9667,9.0,74,6,3.35,AU,1681934232
322,saurimo,-9.6608,20.3916,21.73,79,100,1.53,AO,1681934232
323,val-d'or,48.1002,-77.7828,-1.95,64,100,3.09,CA,1681934233
324,sisimiut,66.9395,-53.6735,-6.1,79,93,3.11,GL,1681934234
325,sarikei,2.1167,111.5167,23.39,99,38,0.45,MY,1681934234
326,embi,48.8264,58.1442,8.67,58,100,3.26,KZ,1681934235
327,mountain home,43.133,-115.6912,9.68,33,20,2.68,US,1681934235
328,egilsstadir,65.2653,-14.3948,13.95,54,0,2.06,IS,1681934236
329,bairnsdale,-37.8333,147.6167,5.03,94,3,1.9,AU,1681934237
330,novoishimskiy,53.1981,66.7694,1.37,60,0,2.26,KZ,1681934238
331,basco,20.4487,121.9702,26.68,85,98,5.84,PH,1681934238
332,tinghir,31.5157,-5.5343,15.68,66,49,4.07,MA,1681934239
333,fujin,47.26,132.0322,8.72,51,100,6.34,CN,1681934239
334,ulsteinvik,62.3432,5.8487,10.5,79,16,0.89,NO,1681934196
335,kendari,-3.945,122.4989,23.48,97,100,1.05,ID,1681934240
336,port shepstone,-30.7414,30.455,20.64,28,0,2.66,ZA,1681934241
337,amherst,41.3978,-82.2224,18.1,56,0,2.68,US,1681934138
338,polyarnyy,69.1989,33.4478,2.76,94,100,7.4,RU,1681934242
339,remire-montjoly,4.9167,-52.2667,25.02,94,20,2.06,GF,1681934243
340,kharp,66.8014,65.8081,-6.53,95,100,3.27,RU,1681934243
341,swift current,50.2834,-107.8014,-1.55,93,100,9.77,CA,1681934214
342,bardai,11.65,7.2333,32.77,27,100,4.73,NG,1681934244
343,revda,56.801,59.9303,1.31,66,92,1.64,RU,1681934245
344,taco pozo,-25.6167,-63.2833,28.09,39,0,3.14,AR,1681934246
345,loango,-4.6719,11.8312,28.81,84,40,4.12,CG,1681934247
346,nadi,-17.8,177.4167,23.0,94,20,1.54,FJ,1681934079
347,huilong,31.8111,121.655,14.34,97,100,2.92,CN,1681934248
348,utrik,11.2278,169.8474,26.52,79,100,8.96,MH,1681934248
349,guilin,25.2819,110.2864,19.06,91,0,1.29,CN,1681934248
350,puerto santa,-8.9906,-78.6456,23.91,83,100,4.35,PE,1681934249
351,zakynthos,37.7914,20.8953,11.68,77,0,4.25,GR,1681934249
352,mont-dore,-22.2833,166.5833,25.56,99,5,1.71,NC,1681934250
353,umm kaddadah,13.6017,26.6876,29.03,9,0,6.5,SD,1681934250
354,mukalla,14.5425,49.1242,26.93,77,0,0.99,YE,1681934251
355,pyshma,56.9523,63.2513,0.59,56,1,2.63,RU,1681934251
356,kenai,60.5544,-151.2583,3.05,60,0,3.09,US,1681934252
357,kassala,15.451,36.4,31.32,7,0,4.49,SD,1681934253
358,isabel segunda,18.1491,-65.4427,29.21,70,0,6.51,PR,1681934253
359,mtsamboro,-12.6998,45.0689,26.62,78,18,3.16,YT,1681934254
360,koryazhma,61.3143,47.1691,-1.91,96,61,0.57,RU,1681934254
361,khandyga,62.6667,135.6,-5.47,95,100,1.34,RU,1681934255
362,hirara,24.8,125.2833,25.15,94,100,8.23,JP,1681934255
363,dali,25.7,100.1833,13.3,55,0,2.16,CN,1681934256
364,kyaikkami,16.08,97.5675,28.75,79,55,5.63,MM,1681934256
365,barreirinhas,-2.7469,-42.8264,28.6,68,100,3.5,BR,1681934256
366,lafiagi,8.8667,5.4167,28.87,63,100,1.15,NG,1681934257
367,chilliwack,49.1747,-121.9443,11.42,67,100,2.68,CA,1681934257
368,crucecita,-28.95,-58.9833,24.56,33,16,6.29,AR,1681934257
369,bovec,46.3375,13.5528,11.33,97,100,1.37,SI,1681934257
370,karratha,-20.7377,116.8463,23.04,36,14,6.34,AU,1681934040
371,makhambet,47.6667,51.5833,13.27,27,100,5.11,KZ,1681934258
372,tartagal,-22.5164,-63.8013,26.69,47,4,2.67,AR,1681934258
373,santa vitoria do palmar,-33.5189,-53.3681,14.73,62,99,4.71,BR,1681934259
374,pinheiro machado,-31.5783,-53.3811,11.7,84,85,7.27,BR,1681934259
375,codrington,-38.2667,141.9667,10.92,88,100,3.27,AU,1681934260
376,la sarre,48.8002,-79.1996,-0.66,70,100,4.61,CA,1681934233
377,conneaut,41.9476,-80.5542,14.92,74,5,1.88,US,1681934260
378,kavieng,-2.5744,150.7967,27.77,72,70,1.46,PG,1681934260
379,gaigeturi,33.4644,126.3183,15.03,88,20,1.03,KR,1681934261
380,kili,5.6439,169.1211,27.75,81,95,6.36,MH,1681934261
381,dunedin,-45.8742,170.5036,12.67,95,23,0.89,NZ,1681934192
382,la ronge,55.1001,-105.2842,3.14,32,75,8.75,CA,1681934262
383,al jahra',29.3375,47.6581,28.27,15,3,3.19,KW,1681934262
384,tonj,7.2737,28.6822,29.45,50,100,2.48,SS,1681934262
385,monki,53.405,22.7979,10.93,74,100,2.41,PL,1681934263
386,valparaiso,-33.0393,-71.6273,30.13,17,0,6.17,CL,1681934263
387,amos,48.5669,-78.1162,-0.01,60,100,4.51,CA,1681934263
388,nilsia,63.2,28.0833,7.92,97,100,1.85,FI,1681934264
389,guerrero negro,27.9769,-114.0611,15.45,68,6,10.22,MX,1681934264
390,watford city,47.8022,-103.2832,4.92,87,100,6.69,US,1681934264
391,helong,42.5397,128.9972,15.05,33,81,9.02,CN,1681934265
392,taipei,25.0478,121.5319,25.02,76,75,1.54,TW,1681934100
393,kristiansund,63.1115,7.732,10.03,71,0,1.03,NO,1681934265
394,bamboo flat,11.7,92.7167,28.02,79,32,4.63,IN,1681934266
395,barcelos,41.5388,-8.6151,15.08,91,76,0.72,PT,1681934160
396,xining,36.6167,101.7667,7.02,40,100,2.48,CN,1681934266
397,nerja,36.7585,-3.8873,22.1,73,100,3.2,ES,1681934268
398,la passe,45.5549,-0.8967,18.13,66,0,4.07,FR,1681934268
399,enterprise,36.0252,-115.2419,18.69,15,20,8.75,US,1681934269
400,awjilah,29.1081,21.2869,19.95,33,0,5.9,LY,1681934269
401,iskateley,67.6803,53.1512,-0.02,98,100,7.52,RU,1681934270
402,la'ie,21.6477,-157.9253,28.03,72,100,6.3,US,1681934271
403,quimili,-27.6333,-62.4167,25.63,39,2,5.78,AR,1681934271
404,moussoro,13.6408,16.4901,34.53,24,6,4.78,TD,1681934271
405,zabaykal'sk,49.6333,117.3167,-5.56,36,30,14.78,RU,1681934272
406,geraldton,-28.7667,114.6,18.23,45,42,4.12,AU,1681934010
407,vilyuysk,63.7553,121.6247,-11.75,99,90,1.65,RU,1681934273
408,springbok,-29.6643,17.8865,13.77,53,96,1.75,ZA,1681934273
409,kimberley,-28.7323,24.7623,16.83,34,97,4.12,ZA,1681934273
410,mogok,22.9167,96.5,22.39,31,1,1.65,MM,1681934274
411,kaedi,16.1465,-13.5047,34.17,14,100,5.36,MR,1681934274
412,al hazm,16.1641,44.7769,29.08,40,65,0.99,YE,1681934274
413,necochea,-38.5473,-58.7368,14.38,58,6,6.61,AR,1681934274
414,dakhla,23.6848,-15.958,21.01,68,2,7.2,EH,1681934275
415,port douglas,-16.4833,145.4667,21.69,98,24,1.66,AU,1681934275
416,al burayqah,30.4062,19.5739,17.94,70,0,4.26,LY,1681934275
417,antonio enes,-16.2325,39.9086,24.95,76,25,2.73,MZ,1681934276
418,san patricio,28.017,-97.5169,27.92,61,95,8.34,US,1681934276
419,college,64.8569,-147.8028,0.5,50,40,3.09,US,1681934276
420,cromwell,41.5951,-72.6454,14.58,48,100,6.69,US,1681934276
421,fale old settlement,-9.3852,-171.2468,27.95,71,100,2.25,TK,1681934277
422,kousa,25.9141,32.7636,31.05,11,9,2.24,EG,1681934277
423,juan griego,11.0817,-63.9655,31.07,55,6,10.29,VE,1681934277
424,tadmur,34.5608,38.2805,20.69,48,100,6.91,SY,1681934195
425,praia,14.9215,-23.5087,24.3,64,40,9.26,CV,1681934278
426,wenchang,30.904,118.4887,17.6,95,96,3.89,CN,1681934278
427,vavoua,7.3819,-6.4778,23.95,86,100,2.26,CI,1681934278
428,galle,6.0367,80.217,27.24,80,8,1.75,LK,1681934279
429,barra de santo antonio,-9.4047,-35.5072,29.6,78,11,6.89,BR,1681934279
430,punto fijo,11.6956,-70.1996,28.7,57,91,11.84,VE,1681934279
431,bonthe,7.5264,-12.505,28.2,77,57,4.16,SL,1681934280
432,rio grande,-32.035,-52.0986,15.06,53,100,7.89,BR,1681934280
433,grants,35.1473,-107.8514,18.13,10,0,8.75,US,1681934226
434,mao,39.8885,4.2658,13.31,82,0,2.06,ES,1681934136
435,pskov,57.8136,28.3496,9.95,43,0,3.13,RU,1681934173
436,genhe,50.7833,121.5167,-2.83,91,100,6.87,CN,1681934281
437,dhanera,24.5167,72.0167,27.12,46,90,4.11,IN,1681934281
438,praia da vitoria,38.7333,-27.0667,13.14,100,40,8.81,PT,1681934282
439,tuburan,6.6439,122.2736,27.61,78,10,1.74,PH,1681934282
440,ylitornio,66.3089,23.6773,1.17,100,100,0.65,FI,1681934283
441,chegdomyn,51.1167,133.0167,0.73,66,100,0.93,RU,1681934284
442,ebaye,8.7748,167.7392,27.01,83,40,5.66,MH,1681934284
443,tamanrasset,22.785,5.5228,25.95,12,0,2.06,DZ,1681934285
444,zarinsk,53.7074,84.9493,-7.51,86,99,4.46,RU,1681934286
445,gobabis,-22.45,18.9667,21.28,31,6,4.06,NA,1681934286
446,mili,6.0815,171.735,27.71,80,100,6.42,MH,1681934286
447,cruz alta,-28.6386,-53.6064,17.63,37,94,10.3,BR,1681934287
448,howard springs,-12.497,131.047,21.95,72,7,1.19,AU,1681934287
449,corner brook,48.9667,-57.9484,8.09,87,96,3.48,CA,1681934288
450,port augusta,-32.5,137.7667,12.8,70,0,3.77,AU,1681934288
451,katsuura,35.1333,140.3,16.01,92,100,3.89,JP,1681934289
452,gutao,37.2025,112.1781,19.55,54,3,0.67,CN,1681934289
453,trevelin,-43.0858,-71.4639,17.71,74,97,2.33,AR,1681934291
454,pitimbu,-7.4706,-34.8086,30.33,79,68,3.93,BR,1681934293
455,moberly,39.4184,-92.4382,24.99,50,40,9.26,US,1681934294
456,puerto baquerizo moreno,-0.9,-89.6,24.55,94,40,2.06,EC,1681934294
457,kalmunai,7.4167,81.8167,26.71,80,69,3.96,LK,1681934295
458,cold springs,39.6802,-119.9766,9.66,34,0,6.69,US,1681934295
459,arno,60.1167,18.6333,2.66,79,6,2.25,SE,1681934296
460,freetown,8.484,-13.2299,27.84,74,75,4.63,SL,1681934296
461,djibo,14.1022,-1.6306,33.8,6,100,1.28,BF,1681934297
462,mananara,-16.1667,49.7667,23.16,96,32,2.09,MG,1681934297
463,plumas lake,39.0207,-121.558,17.44,45,0,2.06,US,1681934298
464,mandera,3.9366,41.867,28.43,65,11,4.22,KE,1681934298
465,al hasaheisa,14.7526,33.2984,31.93,8,0,4.49,SD,1681934299
466,seybaplaya,19.65,-90.6667,31.84,52,3,4.86,MX,1681934300
467,kyrenia,35.3417,33.3167,18.75,76,89,5.14,CY,1681934300
468,anar darah,32.7587,61.654,13.6,30,0,5.07,AF,1681934301
469,wuda,39.4994,106.7117,11.28,21,100,2.15,CN,1681934301
470,umba,66.6871,34.3429,0.71,99,100,3.21,RU,1681934302
471,borovskoy,53.8,64.15,3.33,45,44,3.84,KZ,1681934302
472,kattivakkam,13.2167,80.3167,29.05,90,5,4.64,IN,1681934303
473,abeche,13.8292,20.8324,29.94,15,0,0.99,TD,1681934304
474,moratuwa,6.773,79.8816,29.01,84,7,1.93,LK,1681934304
475,saudarkrokur,65.7461,-19.6394,9.51,84,100,5.6,IS,1681934305
476,bafata,12.1667,-14.75,33.23,28,10,3.98,GW,1681934305
477,san andres,12.5847,-81.7006,31.01,62,20,5.14,CO,1681934306
478,punta cana,18.5818,-68.4043,27.87,69,20,4.63,DO,1681934306
479,manacapuru,-3.2997,-60.6206,30.02,66,99,2.04,BR,1681934307
480,arkhangel'sk,64.5401,40.5433,3.06,80,40,3.0,RU,1681934308
481,jalai nur,49.45,117.7,-3.83,30,3,14.53,CN,1681934308
482,paracuru,-3.41,-39.0306,28.39,85,95,3.0,BR,1681934195
483,nyagan,62.1406,65.3936,-4.63,95,100,2.65,RU,1681934310
484,shizunai-furukawacho,42.3339,142.3669,5.8,88,84,2.12,JP,1681934310
485,la cruz,23.9167,-106.9,26.45,58,100,3.63,MX,1681934311
486,ocos,14.5094,-92.1933,30.85,61,5,5.88,GT,1681934311
487,aomori,40.8244,140.74,6.4,84,61,0.89,JP,1681934312
488,mondragon,12.5157,124.7523,24.46,95,16,1.9,PH,1681934313
489,benguela,-12.5763,13.4055,27.73,79,15,1.67,AO,1681934314
490,kanniyakumari,8.0833,77.5667,28.02,83,14,5.02,IN,1681934314
491,kirensk,57.7853,108.1119,-9.76,94,100,2.64,RU,1681934315
492,hancheng,32.5186,112.3522,19.34,89,0,2.15,CN,1681934315
493,qarazhal,48.0078,70.7903,3.29,66,72,3.06,KZ,1681934315
494,banda aceh,5.5577,95.3222,27.05,80,95,3.84,ID,1681934120
495,wladyslawowo,54.7909,18.4009,9.71,89,95,7.04,PL,1681934316
496,pangai,-19.8,-174.35,25.06,94,75,7.72,TO,1681934316
497,tofol,5.3248,163.0078,27.5,79,24,6.06,FM,1681934317
498,maple grove,45.0725,-93.4558,6.9,78,100,7.72,US,1681934317
499,wynyard,-41.0,145.7167,12.02,85,100,3.72,AU,1681934318
500,kolondieba,11.0882,-6.8926,33.39,21,46,1.5,ML,1681934318
501,belley,45.8333,5.6667,14.24,94,24,1.6,FR,1681934320
502,severo-yeniseyskiy,60.3725,93.0408,-17.69,100,97,1.98,RU,1681934320
503,sangmelima,2.9333,11.9833,23.54,81,100,0.85,CM,1681934321
504,miles city,46.4083,-105.8406,2.54,93,100,5.66,US,1681934322
505,simplicio mendes,-7.8539,-41.9103,29.76,53,87,0.71,BR,1681934322
506,mtambile,-5.3833,39.7,26.37,84,81,5.53,TZ,1681934323
507,island harbour,50.724,-1.2758,12.02,67,37,3.58,GB,1681934323
508,salalah,17.0151,54.0924,27.38,66,0,2.7,OM,1681934324
509,maisi,43.0395,41.2621,14.21,70,100,3.3,GE,1681934324
510,lincoln city,44.9582,-124.0179,10.39,88,45,2.24,US,1681934274
511,polatli,39.5772,32.1413,11.42,64,73,1.79,TR,1681934325
512,olinda,-8.0089,-34.8553,29.85,66,20,4.12,BR,1681934325
513,morehead city,34.7229,-76.726,29.03,56,0,3.13,US,1681934325
514,callao,-12.0667,-77.15,25.16,61,75,5.14,PE,1681934326
515,sinabang,2.4803,96.3801,27.06,79,100,2.24,ID,1681934326
516,sampit,-2.5333,112.95,24.26,97,100,0.23,ID,1681934326
517,el hamma,33.8915,9.7963,17.62,64,83,7.51,TN,1681934094
518,bethlehem,-1.4558,-48.5044,30.02,70,40,3.6,BR,1681934317
519,nola,40.922,14.5329,14.92,85,1,0.88,IT,1681934327
520,kirakira,-10.4544,161.9205,25.5,83,33,2.27,SB,1681934328
521,new plymouth,-39.0667,174.0833,19.34,95,89,2.96,NZ,1681934328
522,mangrol,21.1167,70.1167,26.83,68,1,5.32,IN,1681934328
523,zefta,30.7142,31.2442,16.2,77,36,4.19,EG,1681934236
524,atherton,53.5237,-2.4935,11.05,54,0,1.34,GB,1681934329
525,gornozavodsk,58.3758,58.3211,-2.3,72,6,1.18,RU,1681934329
526,mazagao,-0.115,-51.2894,30.03,78,97,1.58,BR,1681934330
527,huaicheng,23.9051,112.1931,22.27,95,100,0.4,CN,1681934330
528,paramirim,-13.4425,-42.2389,31.54,38,44,1.24,BR,1681934330
529,saynshand,44.8824,110.1163,1.49,22,25,0.69,MN,1681934331
530,kotlas,61.2611,46.6556,-0.03,97,34,1.12,RU,1681934331
531,johnstown,40.3267,-78.922,19.79,30,0,4.63,US,1681934331
532,isla vista,34.4133,-119.861,22.73,40,0,3.09,US,1681934332
533,cabedelo,-6.9811,-34.8339,30.37,80,45,3.78,BR,1681934332
534,karungdong,5.8844,121.263,27.21,79,78,1.5,PH,1681934332
535,hanceville,34.0607,-86.7675,29.53,32,0,4.13,US,1681934315
536,ilirska bistrica,45.5697,14.2408,12.31,89,87,1.63,SI,1681934333
537,sao jose da coroa grande,-8.8978,-35.1478,27.3,77,41,5.59,BR,1681934333
538,loushanguan,28.1375,106.82,17.45,95,95,1.97,CN,1681934334
539,enriquillo,17.9,-71.2333,29.82,58,5,5.2,DO,1681934334
540,ouadda,8.0777,22.4007,26.1,52,91,1.42,CF,1681934335
541,columbus,39.9612,-82.9988,23.63,35,20,4.63,US,1681934107
542,snyder,32.7179,-100.9176,33.38,12,0,8.75,US,1681934335
543,puerto leguizamo,-0.1934,-74.7819,27.7,79,100,1.31,CO,1681934336
544,sao geraldo do araguaia,-6.4006,-48.555,27.08,91,99,0.63,BR,1681934336
545,collie,-33.3667,116.15,10.2,65,0,2.22,AU,1681934336
546,novoazovs'k,47.1139,38.086,11.19,91,91,5.67,UA,1681934337
547,hithadhoo,-0.6,73.0833,28.66,70,100,1.57,MV,1681934337
548,piney green,34.716,-77.3202,30.66,26,0,2.57,US,1681934337
549,nouadhibou,20.931,-17.0347,20.99,78,66,8.23,MR,1681934338
550,chui,-33.6971,-53.4616,14.29,69,74,4.93,UY,1681934338
551,gadzhiyevo,69.2551,33.3362,2.7,93,100,7.49,RU,1681934339
552,alice springs,-23.7,133.8833,10.75,87,0,4.12,AU,1681934339
553,cadale,2.7603,46.3222,28.94,70,100,4.49,SO,1681934340
554,dolores,-36.3132,-57.6792,16.16,47,16,7.21,AR,1681934340
555,deogarh,21.5333,84.7333,28.98,21,2,0.98,IN,1681934340
556,susuman,62.7833,148.1667,-10.96,95,100,2.29,RU,1681934341
557,voi,-3.3945,38.563,22.52,86,56,2.98,KE,1681934342
558,ust'-barguzin,53.45,108.9833,-10.17,72,95,7.0,RU,1681934343
559,mbaiki,3.8678,17.9892,25.6,62,74,0.75,CF,1681934344
560,byron bay,-28.65,153.6167,14.84,74,100,5.86,AU,1681934345
561,quellon,-43.1167,-73.6167,14.14,100,100,2.06,CL,1681934346
562,lysekil,58.2743,11.4358,8.9,61,2,3.56,SE,1681934346
563,isiro,2.7739,27.616,20.95,84,100,0.84,CD,1681934347
564,utete,-7.986,38.758,23.16,95,100,1.09,TZ,1681934348
565,chadan,51.2833,91.5833,-4.49,66,100,1.72,RU,1681934349
566,juye,35.3947,116.0883,15.94,96,0,3.11,CN,1681934349
567,west mackay,-21.1481,149.1605,19.79,80,13,4.28,AU,1681934349
568,kralendijk,12.15,-68.2667,29.99,58,75,7.72,BQ,1681934350
569,belmonte,-15.8631,-38.8828,27.88,83,4,6.07,BR,1681934351
